,0
2195,C[C@@H]1CN(Cc2ccc(cc2)-c2ccccc2)C[C@@H](C)N1C(=O)OCc1ccccc1
2196,C[C@@H]1CN(Cc2ccc(F)cc2)C[C@@H](C)N1C(=O)CCc1ccc(F)cc1
2197,C[C@@H]1C[C@H]2[C@@H]3CCC[C@H](C)[C@@]3(C)CC[C@@H]2[C@@]1(C)O
2198,CC[C@@H]1C[C@H]2[C@@H]3CCC[C@H](C)[C@@]3(C)CC[C@@H]2O1
2199,C[C@@H]1C[C@H]2[C@@H]3CCC[C@H](C)[C@@]3(C)CC[C@@H]2[C@@]1(C)C
2200,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13
2201,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
2202,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
2203,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
2204,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C
2205,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCN(C)CC1
2206,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N(C)C
2207,COc1cc(Nc2ncc(Cl)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
2208,COc1cc(ccc1Nc1ncc(F)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
2209,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)[N+]([O-])=O
2210,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(C1)N1CCN(C)CC1
2211,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN[C@@H](C)C1
2212,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCCN(C)CC1
2213,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1C(=O)c2ccccc2C1=O
2214,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1)N1CCC(CC1)N1CCN(C)CC1
2215,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC2(CC1)NC(=O)NC2=O
2216,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1C(=O)c2ccccc2NC1=O
2217,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(CC1)C(C)=O
2218,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)C[C@H]1C
2219,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1=O
2220,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)C)-c1cn2ncnc2c(C)c1C
2221,CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C
2222,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C1COC1)-c1cn2ncnc2c(C)c1C
2223,CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(C)c2ncnn2c1
2224,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CCS(C)(=O)=O)CC1)-c1cn2ncnc2c(C)c1C
2225,CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2cnn(C)c2)CC1)-c1cn2ncnc2c(C)c1C
2226,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CCS(C)(=O)=O)CC1)-c1cc(C)c2ncnn2c1
2227,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN1CCCC1)-c1cn2ncnc2c(C)c1C
2228,CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(OC)c2ncnn2c1
2229,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C1COC1)-c1cc(C)c2ncnn2c1
2230,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CCN1CCOCC1)-c1cn2ncnc2c(C)c1C
2231,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N(C)C)CC1)-c1cc(C)c2ncnn2c1
2232,CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2cnn(C)c2)CC1)-c1cc(C)c2ncnn2c1
2233,CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ccn(C)n2)CC1)-c1cn2ncnc2c(C)c1C
2234,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)C)-c1cc(C)c2ncnn2c1
2235,CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ccn(C)n2)CC1)-c1cc(C)c2ncnn2c1
2236,CCCN(CCC)C(=O)C1=Cc2ccc(cc2N=C(N)C1)C(=O)Nc1cncc(CCCN)c1
2237,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)C)-c1cn2ncnc2cc1C
2238,CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2cnn(C)c2)CC1)-c1cn2ncnc2cc1C
2239,CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)C)-c1cn2ncnc2c(Cl)c1C
2240,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H]([C@@H](C)O)C(=O)
2241,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H
2242,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)
2243,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[
2244,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1
2245,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@
2246,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C
2247,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc2
2248,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C
2249,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](C(O)=O)C(=O)N[C
2250,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@
2251,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H]([C@
2252,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(C)C)C(C)C
2253,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=
2254,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C
2255,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](C)C(=O)N[C@@H](C(
2256,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC1=O)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2257,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(
2258,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(C)C
2259,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(O
2260,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2261,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2262,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O
2263,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2264,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2265,N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2266,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2267,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=C)C(N)=O)c1ccco1
2268,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=C)C(N)=O)c1ccccc1
2269,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)[C@@H](N)Cc1ccc(O)cc1
2270,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O
2271,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(O)=O
2272,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1-c1ccccc1)C(=O)NCC(N)=O
2273,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H]1Cc2ccccc2CN(CC(N)=O)C1=O
2274,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
2275,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
2276,COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)[C@]1(CC[C@@]35C[C@@H]1COCc1ccccc1)OC
2277,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(O)=O
2278,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
2279,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35NC(=O)\C=C\c1ccccc1
2280,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2281,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)CC(=O)NO)C(=O)N[C@@H](Cc1cnc[nH]1)C(N)=O
2282,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)CC(=O)NO)C(=O)N[C@@H](Cc1cnc[nH]1)C(O)=O
2283,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(O)=O
2284,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
2285,CC(C)C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(N)=O
2286,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)NO
2287,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)NO
2288,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccccc21)C(O)=O
2289,CC(C)[C@H](NS(=O)(=O)c1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
2290,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1ccc(Br)cc1
2291,CC(C)[C@H](NS(=O)(=O)c1ccc(cc1)-c1ccccc1)C(=O)NO
2292,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1c(F)cccc1F
2293,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1ccccc1
2294,COc1ccc(cc1)S(=O)(=O)N[C@@H]1[C@H](O)C[C@@H]1C(=O)NO
2295,ONC(=O)CN(Cc1ccc(cc1)-c1ccccc1)S(=O)(=O)c1ccccc1
2296,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1ccc(Cl)cc1
2297,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1ccc(Cl)cc1Cl
2298,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1cccc2ccccc12
2299,ONC(=O)CN(Cc1ccc(cc1)[N+]([O-])=O)S(=O)(=O)c1cccc(Cl)c1
2300,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2301,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2302,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2303,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2304,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2305,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2306,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2307,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2308,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2309,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2310,NC(N)=NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2311,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2312,CC(C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
2313,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)c1nc2ccccc2s1
2314,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)c1nc2ccccc2s1
2315,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C=O
2316,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
2317,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C=O
2318,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
2319,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
2320,Oc1ccc(\C=C\C(=O)c2ccc(O)c(O)c2)cc1O
2321,Oc1ccc(\C=C\C(=O)N2CCc3ccccc3C2)cc1O
2322,Oc1ccc(\C=C\C(=O)c2ccccc2C(F)(F)F)cc1O
2323,Oc1ccc(\C=C\C(=O)c2ccc(O)c(Br)c2)cc1O
2324,Oc1ccc(\C=C\C(=O)N2CCCCC2)cc1O
2325,Oc1ccc(\C=C2/OC(=O)N(C2=O)c2ccccc2)cc1O
2326,Oc1ccc(\C=C2/C(=O)N(Cc3ccccc3)C2=O)cc1O
2327,Oc1ccc(\C=C2/SC(=S)N(C2=O)c2ccccc2)cc1O
2328,Oc1ccc(\C=C\C(=O)N2Cc3ccccc3C2)cc1O
2329,Oc1ccc(\C=C\C(=O)\C=C\c2ccccc2)cc1O
2330,Oc1ccc(\C=C2/C(=O)N(C2=O)c2ccccc2)cc1O
2331,Oc1ccc(\C=C2/Oc3ccccc3C2=O)cc1O
2332,Oc1ccc(\C=C2/S\C(=C/c3ccccc3)C2=O)cc1O
2333,Oc1ccc(\C=C\C(=O)c2ccccc2)cc1O
2334,Oc1ccc(\C=C\C(=O)c2ccc(O)c(O)c2)cc1
2335,Oc1ccc(\C=C\C(=O)c2ccccc2Cl)cc1O
2336,Oc1ccc(\C=C\C(=O)c2ccc(O)cc2)cc1O
2337,Oc1ccc(\C=C\C(=O)N2CCc3ccccc3C2)cc1
2338,Oc1ccc(\C=C\C(=O)N2CCCC2)cc1O
2339,Oc1ccc(\C=C\C(=O)N2CCCCC2)cc1
2340,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13
2341,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
2342,COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)CN3CCN(C)CC3)c3ccccc3)C(=O)Nc2c1
2343,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
2344,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
2345,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCOCC1
2346,COc1cc(Nc2ncc(Cl)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
2347,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc(OC)c1OC
2348,CN1CCN(CC1)c1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
2349,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCCC1
2350,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
2351,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCCCC1
2352,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCC(C)CC1
2353,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
2354,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCC(O)CC1
2355,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCOCC1
2356,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(CCO)CC1
2357,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1
2358,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N(C)C
2359,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCCC1
2360,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)c1nc2ccccc2s1
2361,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
2362,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2363,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
2364,NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
